epoch,grad_norm,learning_rate,logits/chosen,logits/rejected,logps/chosen,logps/rejected,loss,rewards/accuracies,rewards/chosen,rewards/margins,rewards/rejected
0.64,10.214179992675781,4.78331442787508e-05,-2.3762974739074707,-2.3585667610168457,-352.1265869140625,-345.98785400390625,0.5318,0.7124999761581421,-0.19543449580669403,0.9058762788772583,-1.1013107299804688
0.68,9.148516654968262,4.749149816744164e-05,-2.333235502243042,-2.4211230278015137,-391.3002624511719,-334.8753967285156,0.5605,0.703125,-0.11518822610378265,0.7982760667800903,-0.9134642481803894
0.72,9.549781799316406,4.712626158042898e-05,-2.230499744415283,-2.3495564460754395,-363.8848876953125,-324.0841369628906,0.6098,0.706250011920929,-0.05641268938779831,0.6104338765144348,-0.6668465733528137
0.76,7.739876747131348,4.673781760045669e-05,-2.138753890991211,-2.160619020462036,-368.57537841796875,-348.80322265625,0.5155,0.7250000238418579,-0.05462287738919258,0.7346189618110657,-0.7892418503761292
0.8,12.999679565429688,4.6326573651619144e-05,-2.2272727489471436,-2.194237232208252,-381.2288818359375,-346.8550109863281,0.5468,0.703125,-0.008843444287776947,0.802147388458252,-0.8109908103942871
0.84,9.755292892456055,4.589296107202957e-05,-2.1235127449035645,-2.1941113471984863,-393.5192565917969,-347.25970458984375,0.5496,0.7562500238418579,-0.2257976084947586,0.8534504771232605,-1.0792481899261475
0.88,8.9627685546875,4.543743466140595e-05,-2.1364645957946777,-2.0811994075775146,-350.60174560546875,-343.4710998535156,0.5699,0.7093750238418579,-0.7010165452957153,0.7578230500221252,-1.4588396549224854
0.92,10.449261665344238,4.496047220404891e-05,-2.026212215423584,-2.1972734928131104,-334.65826416015625,-312.6815490722656,0.5602,0.721875011920929,-0.7253749966621399,0.7058945298194885,-1.4312695264816284
0.96,12.516426086425781,4.4462573967711984e-05,-2.1241869926452637,-2.1878154277801514,-365.76165771484375,-341.263671875,0.5216,0.737500011920929,-0.468777596950531,0.790264904499054,-1.259042501449585
1.0,8.640093803405762,4.39442621788898e-05,-2.0972740650177,-2.219475030899048,-377.1056213378906,-324.06793212890625,0.4588,0.75,-0.07709988951683044,1.0898770093917847,-1.166977047920227
1.04,3.9529550075531006,4.3406080475074654e-05,-2.1961514949798584,-2.2135634422302246,-336.2797546386719,-341.60186767578125,0.1893,0.940625011920929,0.2956860661506653,2.6324710845947266,-2.336785078048706
1.08,6.541955947875977,4.284859333455575e-05,-2.5734026432037354,-2.580559730529785,-378.9728698730469,-351.27789306640625,0.1875,0.940625011920929,0.32115596532821655,2.857755422592163,-2.536599636077881
1.12,4.093742370605469,4.227238548435954e-05,-2.526837110519409,-2.547658920288086,-372.66326904296875,-374.4019775390625,0.1523,0.9593750238418579,-0.29940512776374817,3.2311463356018066,-3.5305514335632324
1.16,5.904378890991211,4.167806128695173e-05,-2.53009295463562,-2.4705214500427246,-376.9384765625,-371.0544128417969,0.1964,0.9468749761581421,-0.510043740272522,3.1106202602386475,-3.62066388130188
1.2,6.568214416503906,4.106624410634456e-05,-2.429504871368408,-2.5762124061584473,-318.2706604003906,-308.2467346191406,0.2252,0.9156249761581421,-0.42419663071632385,2.6551921367645264,-3.0793890953063965
1.24,5.237342357635498,4.043757565427404e-05,-2.6470468044281006,-2.7365925312042236,-353.6268005371094,-369.03863525390625,0.1846,0.925000011920929,-0.844131350517273,3.0582115650177,-3.9023430347442627
1.28,5.128654956817627,3.97927153171329e-05,-2.6519887447357178,-2.744779348373413,-368.45538330078125,-373.40399169921875,0.1616,0.940625011920929,-1.4849261045455933,3.4496421813964844,-4.934567928314209
1.32,5.405994892120361,3.9132339464365374e-05,-2.8054115772247314,-2.8130085468292236,-384.6134338378906,-377.0674133300781,0.1979,0.921875,-1.806749939918518,3.148407459259033,-4.955157279968262
1.36,3.2174675464630127,3.845714073904905e-05,-2.7560818195343018,-2.7203454971313477,-375.4279479980469,-393.69915771484375,0.2181,0.909375011920929,-1.6364778280258179,2.99570894241333,-4.632186412811279
1.4,3.6786890029907227,3.7767827331407876e-05,-2.5377187728881836,-2.6970927715301514,-388.9698791503906,-358.58612060546875,0.1655,0.934374988079071,-1.1805856227874756,3.1349940299987793,-4.315579891204834
1.44,6.2939348220825195,3.706512223601849e-05,-2.5162665843963623,-2.6803369522094727,-346.76519775390625,-346.95916748046875,0.18,0.934374988079071,-1.1376245021820068,3.1273674964904785,-4.2649922370910645
1.48,5.018826961517334,3.634976249348867e-05,-2.505258560180664,-2.562870502471924,-359.890869140625,-355.1198425292969,0.1804,0.9281250238418579,-1.0848153829574585,3.250725507736206,-4.335540771484375
1.52,2.2780818939208984,3.5622498417403573e-05,-2.58809232711792,-2.6584062576293945,-387.6978759765625,-385.8525695800781,0.1541,0.9468749761581421,-0.808477520942688,3.3612258434295654,-4.169703483581543
1.56,5.008792400360107,3.488409280735037e-05,-2.6204047203063965,-2.605947494506836,-372.4543151855469,-363.2784423828125,0.1892,0.9281250238418579,-0.9891918301582336,3.19757080078125,-4.186762809753418
1.6,3.319145917892456,3.41353201488468e-05,-2.7554945945739746,-2.800056219100952,-348.7480773925781,-350.57611083984375,0.1649,0.9281250238418579,-1.2011301517486572,3.2521615028381348,-4.453291416168213
1.64,2.9998416900634766,3.337696580101286e-05,-2.7640786170959473,-2.731562852859497,-344.43182373046875,-346.623779296875,0.1786,0.9375,-1.3411788940429688,3.2454230785369873,-4.586601734161377
1.68,3.3567497730255127,3.2609825172837496e-05,-2.6514246463775635,-2.722890853881836,-360.43304443359375,-374.18707275390625,0.1829,0.921875,-1.3795998096466064,3.275228977203369,-4.654829025268555
1.72,2.684694528579712,3.183470288890442e-05,-2.7308473587036133,-2.7229342460632324,-371.590576171875,-383.79315185546875,0.1427,0.940625011920929,-1.5083863735198975,3.6271297931671143,-5.135516166687012
1.76,7.349009037017822,3.1052411945452034e-05,-2.6630890369415283,-2.706545829772949,-351.20745849609375,-366.2734680175781,0.1608,0.9312499761581421,-1.360949993133545,3.5036702156066895,-4.864619731903076
1.8,7.731629848480225,3.0263772857652677e-05,-2.7052054405212402,-2.7132840156555176,-384.0119934082031,-372.3527526855469,0.1296,0.949999988079071,-1.2319908142089844,3.631554126739502,-4.8635454177856445
1.84,3.517141103744507,2.9469612799005457e-05,-2.667952537536621,-2.808140516281128,-369.00042724609375,-355.04779052734375,0.1727,0.9312499761581421,-1.490710973739624,3.4932761192321777,-4.983986854553223
1.88,6.452969074249268,2.8670764733745507e-05,-2.4265809059143066,-2.552189350128174,-406.68768310546875,-405.8254699707031,0.1617,0.9312499761581421,-1.0984432697296143,3.630169630050659,-4.728612422943115
1.92,3.2746121883392334,2.786806654317955e-05,-2.559600353240967,-2.6952993869781494,-341.36529541015625,-339.6924133300781,0.2077,0.9312499761581421,-0.9116891622543335,3.2702598571777344,-4.181949138641357
1.96,3.913224458694458,2.706236014686406e-05,-2.5620694160461426,-2.6773159503936768,-381.6932067871094,-357.04351806640625,0.2106,0.9125000238418579,-1.0476257801055908,3.243170976638794,-4.290796756744385
2.0,4.4149980545043945,2.6254490619547938e-05,-2.6551995277404785,-2.716956853866577,-362.3920593261719,-376.8387756347656,0.1642,0.9375,-0.9133917093276978,3.268674850463867,-4.182066440582275
2.04,1.5140773057937622,2.544530530480581e-05,-2.6319656372070312,-2.7690560817718506,-353.37249755859375,-388.70062255859375,0.0538,0.984375,-0.6244264841079712,4.487838268280029,-5.112264633178711
2.08,2.1936118602752686,2.463565292629162e-05,-3.0822176933288574,-3.151904582977295,-389.55645751953125,-418.6578063964844,0.0304,0.9937499761581421,-2.0311105251312256,5.727486610412598,-7.758597373962402
2.12,24.412885665893555,2.382638269754468e-05,-3.1175973415374756,-3.2373223304748535,-389.69329833984375,-397.5904846191406,0.082,0.9781249761581421,-2.9721150398254395,5.3486008644104,-8.320714950561523
2.16,3.363286018371582,2.301834343128199e-05,-3.0560171604156494,-3.0834455490112305,-374.1761474609375,-422.37774658203125,0.0365,0.9906250238418579,-2.8392293453216553,5.849038124084473,-8.68826675415039
2.2,2.0330562591552734,2.22123826491109e-05,-3.0040836334228516,-3.1433186531066895,-386.06182861328125,-387.7980041503906,0.0417,0.987500011920929,-3.0162289142608643,5.484096527099609,-8.500325202941895
2.24,5.866087436676025,2.1409345692595942e-05,-2.935486078262329,-3.0270211696624756,-397.30718994140625,-417.26593017578125,0.03,0.9906250238418579,-2.7617783546447754,5.717674255371094,-8.479452133178711
2.28,2.7354602813720703,2.061007483661229e-05,-3.0520179271698,-3.1772632598876953,-389.25286865234375,-406.0995178222656,0.0347,0.9906250238418579,-3.0676071643829346,5.897785186767578,-8.965392112731934
2.32,0.5634111762046814,1.9815408405915748e-05,-3.028883218765259,-3.145599365234375,-389.807861328125,-435.42620849609375,0.0463,0.984375,-3.5834896564483643,5.832640647888184,-9.416131019592285
2.36,3.2613654136657715,1.9026179895855815e-05,-3.065657138824463,-3.1443333625793457,-396.5538024902344,-437.1708984375,0.051,0.981249988079071,-4.046897888183594,5.584901332855225,-9.63179874420166
2.4,1.3302602767944336,1.8243217098154146e-05,-3.003406047821045,-3.1043779850006104,-370.58282470703125,-416.6800842285156,0.0372,0.9937499761581421,-3.3402180671691895,6.013734340667725,-9.353952407836914
2.44,0.8537134528160095,1.7467341232665412e-05,-2.915304660797119,-3.2115814685821533,-406.2018127441406,-415.05865478515625,0.0358,0.9906250238418579,-3.595472812652588,6.119734764099121,-9.715208053588867
2.48,0.7202602624893188,1.669936608603101e-05,-3.0694310665130615,-3.1129887104034424,-385.20819091796875,-441.925048828125,0.0611,0.965624988079071,-4.040628910064697,6.268276691436768,-10.308904647827148
2.52,0.7935110330581665,1.5940097158129262e-05,-3.060997486114502,-3.140774965286255,-371.60369873046875,-387.9835510253906,0.0341,0.9750000238418579,-3.849851131439209,6.2363057136535645,-10.086156845092773
2.56,0.8528912663459778,1.5190330817217335e-05,-2.980823040008545,-3.119198799133301,-380.7102966308594,-403.23919677734375,0.056,0.984375,-3.5109806060791016,5.9462690353393555,-9.457249641418457
2.6,1.4218192100524902,1.4450853464650832e-05,-3.0334362983703613,-3.056633949279785,-419.739013671875,-436.2777404785156,0.0411,0.984375,-3.246760845184326,6.035189628601074,-9.281949996948242
2.64,0.8555843234062195,1.3722440710057383e-05,-2.977841854095459,-3.0219318866729736,-354.643310546875,-398.3445739746094,0.0348,0.987500011920929,-3.520188570022583,6.167445659637451,-9.687634468078613
2.68,2.7612600326538086,1.3005856557829328e-05,-2.9960200786590576,-3.144706964492798,-373.37713623046875,-406.05328369140625,0.0534,0.981249988079071,-3.1109910011291504,5.808671951293945,-8.919663429260254
2.72,5.915220737457275,1.230185260578848e-05,-3.0565083026885986,-3.0570290088653564,-381.829833984375,-410.7372131347656,0.0433,0.9906250238418579,-3.4760894775390625,5.9641828536987305,-9.440272331237793
2.76,0.26994550228118896,1.1611167256863903e-05,-2.9593005180358887,-3.071521282196045,-400.7030944824219,-400.6690979003906,0.0399,0.984375,-3.434772491455078,5.879828453063965,-9.314600944519043
2.8,1.197301983833313,1.093452494460919e-05,-2.8868021965026855,-3.087602138519287,-424.67193603515625,-434.0237731933594,0.0318,0.987500011920929,-3.1989853382110596,6.330629825592041,-9.52961540222168
2.84,5.536718368530273,1.0272635373371638e-05,-3.0339512825012207,-3.1476385593414307,-401.76324462890625,-408.25360107421875,0.0348,0.987500011920929,-3.4687256813049316,6.401721954345703,-9.870447158813477
2.88,2.482024669647217,9.626192773910476e-06,-3.039309024810791,-3.1293678283691406,-384.7987365722656,-419.59930419921875,0.0462,0.971875011920929,-3.207862377166748,6.101981163024902,-9.309844017028809
2.92,2.776355743408203,8.995875175244606e-06,-2.953514575958252,-3.07419490814209,-397.34295654296875,-406.77154541015625,0.054,0.981249988079071,-3.3888862133026123,6.077047824859619,-9.465933799743652
2.96,1.4797958135604858,8.382343693493825e-06,-2.994154691696167,-3.184297561645508,-394.59197998046875,-402.53973388671875,0.0365,0.987500011920929,-3.8370800018310547,6.111321449279785,-9.94840145111084
3.0,0.22694377601146698,7.786241838459299e-06,-3.077942132949829,-3.1019060611724854,-389.7314453125,-429.7671813964844,0.0391,0.9781249761581421,-3.9833831787109375,6.295448303222656,-10.278831481933594
3.04,0.9432364702224731,7.208194838670634e-06,-2.960272789001465,-3.0006814002990723,-373.20037841796875,-402.9153747558594,0.0138,0.996874988079071,-3.179446220397949,6.790081977844238,-9.969528198242188
3.08,0.3515823483467102,6.64880898560751e-06,-2.9982199668884277,-3.1736552715301514,-371.21478271484375,-412.95703125,0.0132,0.9937499761581421,-3.6902015209198,7.0682477951049805,-10.758450508117676
3.12,0.9827545285224915,6.108670997783619e-06,-3.0668246746063232,-3.1431174278259277,-420.737548828125,-442.690673828125,0.0152,0.9937499761581421,-3.8296990394592285,7.0215559005737305,-10.851255416870117
3.16,1.9856040477752686,5.588347405359976e-06,-3.0301802158355713,-3.191622495651245,-374.0120849609375,-432.28515625,0.0216,0.987500011920929,-4.302299976348877,7.348443031311035,-11.650742530822754
3.2,0.39801788330078125,5.0883839559330125e-06,-3.1411261558532715,-3.1978797912597656,-408.8553771972656,-448.7088928222656,0.0134,0.9906250238418579,-4.694156646728516,7.254194736480713,-11.94835090637207
3.24,0.5461928844451904,4.609305042120709e-06,-3.087386131286621,-3.151771068572998,-414.20172119140625,-459.1651916503906,0.0065,1.0,-4.5496110916137695,7.4671125411987305,-12.0167236328125
3.28,1.3978086709976196,4.15161315154716e-06,-3.089789867401123,-3.1452009677886963,-422.94256591796875,-462.25970458984375,0.0143,0.9906250238418579,-4.9443182945251465,7.542295932769775,-12.486614227294922
3.32,0.15937182307243347,3.715788339802423e-06,-3.0885462760925293,-3.0795650482177734,-375.20208740234375,-423.9563903808594,0.0168,0.987500011920929,-4.338835716247559,7.184173583984375,-11.523009300231934
3.36,1.0699266195297241,3.3022877269305308e-06,-3.139478921890259,-3.1853301525115967,-426.6332092285156,-470.87054443359375,0.0131,0.987500011920929,-4.6248273849487305,7.389838218688965,-12.014665603637695
3.4,0.2284986823797226,2.911545017973652e-06,-3.122072696685791,-3.1791129112243652,-408.72625732421875,-445.67901611328125,0.0221,0.984375,-4.782886505126953,7.497274875640869,-12.28016185760498
3.44,1.481523036956787,2.543970048075428e-06,-3.1112499237060547,-3.168065309524536,-373.257080078125,-438.32562255859375,0.0145,0.9937499761581421,-4.448756217956543,7.2374773025512695,-11.686233520507812
3.48,0.49919238686561584,2.1999483526204677e-06,-3.006561756134033,-3.1437714099884033,-407.53387451171875,-436.9988708496094,0.0106,0.996874988079071,-4.340472221374512,7.50432825088501,-11.84480094909668
3.52,0.6088666915893555,1.8798407628609987e-06,-3.0898663997650146,-3.0824851989746094,-392.56402587890625,-457.45440673828125,0.0086,0.996874988079071,-4.491509437561035,7.551264762878418,-12.04277515411377
3.56,0.5189027190208435,1.5839830274546885e-06,-3.0316660404205322,-3.160557508468628,-423.27850341796875,-463.66925048828125,0.0081,0.996874988079071,-4.720791816711426,7.536862373352051,-12.257654190063477
3.6,0.3873254954814911,1.3126854603106836e-06,-3.0727360248565674,-3.096616268157959,-420.86810302734375,-463.45953369140625,0.013,0.9906250238418579,-4.685643196105957,7.639076232910156,-12.324718475341797
3.64,2.448342800140381,1.0662326151131525e-06,-3.032559633255005,-3.1260874271392822,-373.26739501953125,-427.6044006347656,0.028,0.987500011920929,-4.6227192878723145,7.236106872558594,-11.858827590942383
3.68,0.3379257917404175,8.44882986863782e-07,-3.0072388648986816,-3.1534342765808105,-396.67333984375,-442.6590270996094,0.0147,0.9937499761581421,-4.697415351867676,7.474420070648193,-12.171835899353027
3.72,0.4122821092605591,6.488687407562088e-07,-3.0462937355041504,-3.226872682571411,-426.0948791503906,-451.86871337890625,0.0102,0.996874988079071,-4.977213382720947,7.305734157562256,-12.282947540283203
3.76,1.8592638969421387,4.783954686667897e-07,-3.0367040634155273,-3.209332227706909,-407.23101806640625,-461.9054260253906,0.0169,0.9937499761581421,-5.049957275390625,7.303619384765625,-12.353577613830566
3.8,1.788185715675354,3.3364197351711533e-07,-3.0640869140625,-3.1632657051086426,-387.33392333984375,-440.4812927246094,0.0132,0.9937499761581421,-4.83143424987793,7.420355796813965,-12.251791000366211
3.84,0.398367702960968,2.1476008173444139e-07,-3.0125863552093506,-3.131697416305542,-387.8326721191406,-416.8700256347656,0.0117,0.9937499761581421,-4.414435386657715,7.219254970550537,-11.633689880371094
3.88,0.17394979298114777,1.218744840067232e-07,-3.007333755493164,-3.117461919784546,-428.2523498535156,-440.8267517089844,0.0169,0.9906250238418579,-4.742647647857666,7.421629428863525,-12.164277076721191
3.92,0.37720736861228943,5.508260449930969e-08,-3.0665478706359863,-3.140338182449341,-404.5382995605469,-420.2347717285156,0.0105,0.9937499761581421,-4.689611911773682,7.278102874755859,-11.967714309692383
3.96,0.403094619512558,1.4454498670443684e-08,-3.0479533672332764,-3.2191710472106934,-402.42596435546875,-412.4061584472656,0.0152,0.9906250238418579,-4.599215507507324,6.9944586753845215,-11.593673706054688
4.0,0.5749211311340332,3.277979276627985e-11,-3.124424695968628,-3.16774320602417,-394.7596740722656,-421.982421875,0.0179,0.984375,-4.74360466003418,7.096363067626953,-11.839967727661133
